event_type,protein_id, protein parent id,shine_dal,length,concentration,hamming_dist,dist_next_protein,nb_proteins,dna_length,m,w,h,c,f
 ,158,158,8819,9,0,11,3,56,42930,0.666667,0.0333333,1,0.2,functional
 ,159,159,8822,10,0,11,4195,56,42930,0.666667,0.0333333,-0.333333,0.2,functional
 ,149,149,11730,20,0,4,6861,56,42930,0.627451,0.0333333,-0.00787402,0.2,functional
 ,148,148,11733,19,0,4,3,56,42930,0.627451,0.0333333,1,0.2,functional
 ,147,147,11768,1,0,4,35,56,42930,0.5,0,-1,0.2,non functional
 ,164,164,13017,14,0,11,3,56,42930,0.825397,0.0325459,1,0.2,functional
 ,165,165,13020,15,0,11,788,56,42930,0.825397,0.0325459,-0.333333,0.2,functional
 ,124,124,13808,10,0,11,3,56,42930,0.571429,0.0333333,1,0.2,functional
 ,123,123,13811,11,0,11,5577,56,42930,0.571429,0.0333333,-0.142857,0.2,functional
 ,166,166,14152,11,0,4,2384,56,42930,0.387097,0.0190476,1,0.2,functional
 ,157,157,17147,12,0,4,2995,56,42930,0.412698,0.0238095,1,0.2,functional
 ,168,168,19388,20,0,11,413,56,42930,0.396825,0.0172043,0.992172,0.2,functional
 ,115,115,19801,17,0,9,2500,56,42930,0.349206,0.0247312,0.777778,0.2,functional
 ,103,103,21460,8,0,4,4313,56,42930,0.285714,0.0238095,1,0.2,functional
 ,65,65,22301,7,0,14,3,56,42930,0.666667,0.0311828,0,0.2,non functional
 ,66,66,22304,8,0,14,3768,56,42930,0.666667,0.0311828,-1,0.2,functional
 ,140,140,26072,9,0,12,3,56,42930,0.666667,0.0333333,1,0.2,functional
 ,139,139,26075,10,0,12,658,56,42930,0.666667,0.0333333,-0.333333,0.2,functional
 ,86,86,26386,12,0,4,4926,56,42930,0.6,0.0322581,-0.142857,0.2,functional
 ,85,85,26389,11,0,4,3,56,42930,0.6,0.0322581,1,0.2,functional
 ,146,146,26733,9,0,11,3,56,42930,0.666667,0.0333333,1,0.2,functional
 ,145,145,26736,10,0,11,8100,56,42930,0.666667,0.0333333,-0.333333,0.2,functional
 ,76,76,29447,16,0,4,3058,56,42930,0.253968,0.0247312,1,0.2,functional
 ,138,138,30698,9,0,4,1251,56,42930,0.333333,0.0238095,1,0.2,functional
 ,94,94,32163,13,0,4,1465,56,42930,0.645161,0.0333333,-0.0666667,0.2,functional
 ,93,93,32166,12,0,4,3,56,42930,0.645161,0.0333333,1,0.2,functional
 ,133,133,33604,10,0,4,1438,56,42930,0.666667,0.0333333,-0.0666667,0.2,functional
 ,134,134,33607,9,0,4,3,56,42930,0.666667,0.0333333,1,0.2,functional
 ,126,126,34836,11,0,11,3,56,42930,0.6,0.0322581,1,0.2,functional
 ,125,125,34839,12,0,11,4505,56,42930,0.6,0.0322581,-0.142857,0.2,functional
 ,101,101,35316,21,0,4,1709,56,42930,0.365079,0.021164,0.753425,0.2,functional
 ,162,162,36024,10,0,4,708,56,42930,0.714286,0.0333333,-0.142857,0.2,functional
 ,163,163,36027,9,0,4,3,56,42930,0.714286,0.0333333,1,0.2,functional
 ,135,135,38014,21,0,4,1987,56,42930,0.365079,0.021164,0.753425,0.2,functional
 ,156,156,39344,20,0,12,3,56,42930,0.806452,0.0309221,1,0.2,functional
 ,155,155,39347,21,0,12,985,56,42930,0.806452,0.0309221,-0.015873,0.2,functional
 ,160,160,40332,13,0,13,3,56,42930,0.83871,0.0325459,1,0.2,functional
 ,161,161,40335,14,0,13,3295,56,42930,0.83871,0.0325459,-0.333333,0.2,functional
 ,83,83,40426,15,0,4,2412,56,42930,0.68254,0.0333333,-0.0967742,0.2,functional
 ,84,84,40429,14,0,4,3,56,42930,0.68254,0.0333333,0.866667,0.2,functional
 ,167,167,40464,9,0,4,35,56,42930,0.4,0.0222222,-0.428571,0.2,functional
 ,122,122,40887,17,0,4,423,56,42930,0.634921,0.0333333,-0.0322581,0.2,functional
 ,121,121,40890,16,0,4,3,56,42930,0.634921,0.0333333,1,0.2,functional
 ,120,120,40925,1,0,4,35,56,42930,0.5,0,-1,0.2,non functional
 ,131,131,41857,10,0,4,932,56,42930,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,41860,9,0,4,2114,56,42930,0.714286,0.0333333,1,0.2,functional
INV,61,61,700,25,0,12,3295,56,42930,0.777778,0.0311111,0.998046,0.2,functional
 ,60,60,703,26,0,12,4377,56,42930,0.777778,0.0311111,-0.001221,0.2,functional
 ,157,157,1345,12,0,9,2995,56,42930,0.412698,0.0238095,1,0.2,functional
 ,166,166,4340,11,0,12,2384,56,42930,0.387097,0.0190476,1,0.2,functional
 ,123,123,4681,11,0,4,5751,56,42930,0.571429,0.0333333,-0.142857,0.2,functional
 ,124,124,4684,10,0,4,3,56,42930,0.571429,0.0333333,1,0.2,functional
 ,165,165,5472,15,0,4,788,56,42930,0.825397,0.0325459,-0.333333,0.2,functional
 ,164,164,5475,14,0,4,3,56,42930,0.825397,0.0325459,1,0.2,functional
 ,147,147,6724,1,0,13,35,56,42930,0.5,0,-1,0.2,non functional
 ,148,148,6759,19,0,13,3,56,42930,0.627451,0.0333333,1,0.2,functional
 ,149,149,6762,20,0,13,6861,56,42930,0.627451,0.0333333,-0.00787402,0.2,functional
 ,159,159,9670,10,0,4,4195,56,42930,0.666667,0.0333333,-0.333333,0.2,functional
 ,158,158,9673,9,0,4,3,56,42930,0.666667,0.0333333,1,0.2,functional
 ,82,82,13409,14,0,4,3736,56,42930,0.746032,0.0333333,-0.142857,0.2,functional
 ,81,81,13412,13,0,4,3,56,42930,0.746032,0.0333333,1,0.2,functional
 ,144,144,13623,12,0,11,1770,56,42930,0.322581,0.0244444,0.714286,0.2,functional
 ,169,169,15393,25,0,12,3,56,42930,0.777778,0.0311111,0.998046,0.2,functional
 ,170,170,15396,26,0,12,1963,56,42930,0.777778,0.0311111,-0.001221,0.2,functional
 ,128,128,17359,18,0,9,86,56,42930,0.305882,0.0233596,0.714286,0.2,functional
 ,151,151,17445,10,0,11,3,56,42930,0.6,0.0322581,1,0.2,functional
 ,150,150,17448,11,0,11,1940,56,42930,0.6,0.0322581,-0.333333,0.2,functional
 ,168,168,19388,20,0,11,413,56,42930,0.396825,0.0172043,0.992172,0.2,functional
 ,115,115,19801,17,0,9,2500,56,42930,0.349206,0.0247312,0.777778,0.2,functional
 ,103,103,21460,8,0,4,4313,56,42930,0.285714,0.0238095,1,0.2,functional
 ,65,65,22301,7,0,14,3,56,42930,0.666667,0.0311828,0,0.2,non functional
 ,66,66,22304,8,0,14,3768,56,42930,0.666667,0.0311828,-1,0.2,functional
 ,140,140,26072,9,0,12,3,56,42930,0.666667,0.0333333,1,0.2,functional
 ,139,139,26075,10,0,12,658,56,42930,0.666667,0.0333333,-0.333333,0.2,functional
 ,86,86,26386,12,0,4,4926,56,42930,0.6,0.0322581,-0.142857,0.2,functional
 ,85,85,26389,11,0,4,3,56,42930,0.6,0.0322581,1,0.2,functional
 ,146,146,26733,9,0,11,3,56,42930,0.666667,0.0333333,1,0.2,functional
 ,145,145,26736,10,0,11,8100,56,42930,0.666667,0.0333333,-0.333333,0.2,functional
 ,76,76,29447,16,0,4,3058,56,42930,0.253968,0.0247312,1,0.2,functional
 ,138,138,30698,9,0,4,1251,56,42930,0.333333,0.0238095,1,0.2,functional
 ,94,94,32163,13,0,4,1465,56,42930,0.645161,0.0333333,-0.0666667,0.2,functional
 ,93,93,32166,12,0,4,3,56,42930,0.645161,0.0333333,1,0.2,functional
 ,133,133,33604,10,0,4,1438,56,42930,0.666667,0.0333333,-0.0666667,0.2,functional
 ,134,134,33607,9,0,4,3,56,42930,0.666667,0.0333333,1,0.2,functional
 ,126,126,34836,11,0,11,3,56,42930,0.6,0.0322581,1,0.2,functional
 ,125,125,34839,12,0,11,4505,56,42930,0.6,0.0322581,-0.142857,0.2,functional
 ,101,101,35316,21,0,4,1709,56,42930,0.365079,0.021164,0.753425,0.2,functional
 ,162,162,36024,10,0,4,708,56,42930,0.714286,0.0333333,-0.142857,0.2,functional
 ,163,163,36027,9,0,4,3,56,42930,0.714286,0.0333333,1,0.2,functional
 ,135,135,38014,21,0,4,1987,56,42930,0.365079,0.021164,0.753425,0.2,functional
 ,156,156,39344,20,0,12,3,56,42930,0.806452,0.0309221,1,0.2,functional
 ,155,155,39347,21,0,12,985,56,42930,0.806452,0.0309221,-0.015873,0.2,functional
 ,160,160,40332,13,0,13,3,56,42930,0.83871,0.0325459,1,0.2,functional
 ,161,161,40335,14,0,13,3295,56,42930,0.83871,0.0325459,-0.333333,0.2,functional
 ,83,83,40426,15,0,4,2412,56,42930,0.68254,0.0333333,-0.0967742,0.2,functional
 ,84,84,40429,14,0,4,3,56,42930,0.68254,0.0333333,0.866667,0.2,functional
 ,167,167,40464,9,0,4,35,56,42930,0.4,0.0222222,-0.428571,0.2,functional
 ,122,122,40887,17,0,4,423,56,42930,0.634921,0.0333333,-0.0322581,0.2,functional
 ,121,121,40890,16,0,4,3,56,42930,0.634921,0.0333333,1,0.2,functional
 ,120,120,40925,1,0,4,35,56,42930,0.5,0,-1,0.2,non functional
 ,131,131,41857,10,0,4,932,56,42930,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,41860,9,0,4,2114,56,42930,0.714286,0.0333333,1,0.2,functional
S_DEL,61,61,700,25,0,10,3295,56,42925,0.777778,0.0311111,0.998046,0.2,functional
 ,60,60,703,26,0,10,642,56,42925,0.777778,0.0311111,-0.001221,0.2,functional
 ,157,157,1345,12,0,9,2995,56,42925,0.412698,0.0238095,1,0.2,functional
 ,166,166,4340,11,0,12,2384,56,42925,0.387097,0.0190476,1,0.2,functional
 ,123,123,4681,11,0,4,5751,56,42925,0.571429,0.0333333,-0.142857,0.2,functional
 ,124,124,4684,10,0,4,3,56,42925,0.571429,0.0333333,1,0.2,functional
 ,165,165,5472,15,0,4,788,56,42925,0.825397,0.0325459,-0.333333,0.2,functional
 ,164,164,5475,14,0,4,3,56,42925,0.825397,0.0325459,1,0.2,functional
 ,147,147,6724,1,0,13,35,56,42925,0.5,0,-1,0.2,non functional
 ,148,148,6759,19,0,13,3,56,42925,0.627451,0.0333333,1,0.2,functional
 ,149,149,6762,20,0,13,6861,56,42925,0.627451,0.0333333,-0.00787402,0.2,functional
 ,159,159,9670,10,0,4,4195,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,158,158,9673,9,0,4,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,82,82,13409,14,0,4,3736,56,42925,0.746032,0.0333333,-0.142857,0.2,functional
 ,81,81,13412,13,0,4,3,56,42925,0.746032,0.0333333,1,0.2,functional
 ,144,144,13623,12,0,11,1770,56,42925,0.322581,0.0244444,0.714286,0.2,functional
 ,169,169,15393,25,0,12,3,56,42925,0.777778,0.0311111,0.998046,0.2,functional
 ,170,170,15396,26,0,12,1963,56,42925,0.777778,0.0311111,-0.001221,0.2,functional
 ,128,128,17359,18,0,9,86,56,42925,0.305882,0.0233596,0.714286,0.2,functional
 ,151,151,17445,10,0,11,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,150,150,17448,11,0,11,1940,56,42925,0.6,0.0322581,-0.333333,0.2,functional
 ,168,168,19388,20,0,11,413,56,42925,0.396825,0.0172043,0.992172,0.2,functional
 ,115,115,19801,17,0,9,2500,56,42925,0.349206,0.0247312,0.777778,0.2,functional
 ,103,103,21460,8,0,4,8048,56,42925,0.285714,0.0238095,1,0.2,functional
 ,65,65,22301,7,0,14,3,56,42925,0.666667,0.0311828,0,0.2,non functional
 ,66,66,22304,8,0,14,3768,56,42925,0.666667,0.0311828,-1,0.2,functional
 ,140,140,26072,9,0,12,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,139,139,26075,10,0,12,658,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,86,86,26386,12,0,4,4926,56,42925,0.6,0.0322581,-0.142857,0.2,functional
 ,85,85,26389,11,0,4,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,146,146,26733,9,0,11,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,145,145,26736,10,0,11,8100,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,76,76,29447,16,0,4,3058,56,42925,0.253968,0.0247312,1,0.2,functional
 ,138,138,30698,9,0,4,1251,56,42925,0.333333,0.0238095,1,0.2,functional
 ,94,94,32163,13,0,4,1465,56,42925,0.645161,0.0333333,-0.0666667,0.2,functional
 ,93,93,32166,12,0,4,3,56,42925,0.645161,0.0333333,1,0.2,functional
 ,133,133,33604,10,0,4,1438,56,42925,0.666667,0.0333333,-0.0666667,0.2,functional
 ,134,134,33607,9,0,4,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,126,126,34836,11,0,11,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,125,125,34839,12,0,11,4500,56,42925,0.6,0.0322581,-0.142857,0.2,functional
 ,101,101,35316,21,0,4,1709,56,42925,0.365079,0.021164,0.753425,0.2,functional
 ,162,162,36019,10,0,4,703,56,42925,0.714286,0.0333333,-0.142857,0.2,functional
 ,163,163,36022,9,0,4,3,56,42925,0.714286,0.0333333,1,0.2,functional
 ,135,135,38009,21,0,4,1987,56,42925,0.365079,0.021164,0.753425,0.2,functional
 ,156,156,39339,20,0,12,3,56,42925,0.806452,0.0309221,1,0.2,functional
 ,155,155,39342,21,0,12,985,56,42925,0.806452,0.0309221,-0.015873,0.2,functional
 ,160,160,40327,13,0,13,3,56,42925,0.83871,0.0325459,1,0.2,functional
 ,161,161,40330,14,0,13,3295,56,42925,0.83871,0.0325459,-0.333333,0.2,functional
 ,83,83,40421,15,0,4,2412,56,42925,0.68254,0.0333333,-0.0967742,0.2,functional
 ,84,84,40424,14,0,4,3,56,42925,0.68254,0.0333333,0.866667,0.2,functional
 ,167,167,40459,9,0,4,35,56,42925,0.4,0.0222222,-0.428571,0.2,functional
 ,122,122,40882,17,0,4,423,56,42925,0.634921,0.0333333,-0.0322581,0.2,functional
 ,121,121,40885,16,0,4,3,56,42925,0.634921,0.0333333,1,0.2,functional
 ,120,120,40920,1,0,4,35,56,42925,0.5,0,-1,0.2,non functional
 ,131,131,41852,10,0,4,932,56,42925,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,41855,9,0,4,5751,56,42925,0.714286,0.0333333,1,0.2,functional
INV,164,164,1131,14,0,11,3726,56,42925,0.825397,0.0325459,1,0.2,functional
 ,165,165,1134,15,0,11,788,56,42925,0.825397,0.0325459,-0.333333,0.2,functional
 ,124,124,1922,10,0,11,3,56,42925,0.571429,0.0333333,1,0.2,functional
 ,123,123,1925,11,0,11,4799,56,42925,0.571429,0.0333333,-0.142857,0.2,functional
 ,166,166,2266,11,0,4,3336,56,42925,0.387097,0.0190476,1,0.2,functional
 ,157,157,5261,12,0,4,2995,56,42925,0.412698,0.0238095,1,0.2,functional
 ,60,60,5903,26,0,4,642,56,42925,0.777778,0.0311111,-0.001221,0.2,functional
 ,61,61,5906,25,0,4,3,56,42925,0.777778,0.0311111,0.998046,0.2,functional
 ,147,147,6724,1,0,13,35,56,42925,0.5,0,-1,0.2,non functional
 ,148,148,6759,19,0,13,3,56,42925,0.627451,0.0333333,1,0.2,functional
 ,149,149,6762,20,0,13,6861,56,42925,0.627451,0.0333333,-0.00787402,0.2,functional
 ,159,159,9670,10,0,4,4195,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,158,158,9673,9,0,4,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,82,82,13409,14,0,4,3736,56,42925,0.746032,0.0333333,-0.142857,0.2,functional
 ,81,81,13412,13,0,4,3,56,42925,0.746032,0.0333333,1,0.2,functional
 ,144,144,13623,12,0,11,1770,56,42925,0.322581,0.0244444,0.714286,0.2,functional
 ,169,169,15393,25,0,12,3,56,42925,0.777778,0.0311111,0.998046,0.2,functional
 ,170,170,15396,26,0,12,1963,56,42925,0.777778,0.0311111,-0.001221,0.2,functional
 ,128,128,17359,18,0,9,86,56,42925,0.305882,0.0233596,0.714286,0.2,functional
 ,151,151,17445,10,0,11,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,150,150,17448,11,0,11,1940,56,42925,0.6,0.0322581,-0.333333,0.2,functional
 ,168,168,19388,20,0,11,413,56,42925,0.396825,0.0172043,0.992172,0.2,functional
 ,115,115,19801,17,0,9,2500,56,42925,0.349206,0.0247312,0.777778,0.2,functional
 ,103,103,21460,8,0,4,8048,56,42925,0.285714,0.0238095,1,0.2,functional
 ,65,65,22301,7,0,14,3,56,42925,0.666667,0.0311828,0,0.2,non functional
 ,66,66,22304,8,0,14,3768,56,42925,0.666667,0.0311828,-1,0.2,functional
 ,140,140,26072,9,0,12,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,139,139,26075,10,0,12,658,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,86,86,26386,12,0,4,4926,56,42925,0.6,0.0322581,-0.142857,0.2,functional
 ,85,85,26389,11,0,4,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,146,146,26733,9,0,11,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,145,145,26736,10,0,11,8100,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,76,76,29447,16,0,4,3058,56,42925,0.253968,0.0247312,1,0.2,functional
 ,138,138,30698,9,0,4,1251,56,42925,0.333333,0.0238095,1,0.2,functional
 ,94,94,32163,13,0,4,1465,56,42925,0.645161,0.0333333,-0.0666667,0.2,functional
 ,93,93,32166,12,0,4,3,56,42925,0.645161,0.0333333,1,0.2,functional
 ,133,133,33604,10,0,4,1438,56,42925,0.666667,0.0333333,-0.0666667,0.2,functional
 ,134,134,33607,9,0,4,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,126,126,34836,11,0,11,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,125,125,34839,12,0,11,4500,56,42925,0.6,0.0322581,-0.142857,0.2,functional
 ,101,101,35316,21,0,4,1709,56,42925,0.365079,0.021164,0.753425,0.2,functional
 ,162,162,36019,10,0,4,703,56,42925,0.714286,0.0333333,-0.142857,0.2,functional
 ,163,163,36022,9,0,4,3,56,42925,0.714286,0.0333333,1,0.2,functional
 ,135,135,38009,21,0,4,1987,56,42925,0.365079,0.021164,0.753425,0.2,functional
 ,156,156,39339,20,0,12,3,56,42925,0.806452,0.0309221,1,0.2,functional
 ,155,155,39342,21,0,12,985,56,42925,0.806452,0.0309221,-0.015873,0.2,functional
 ,160,160,40327,13,0,13,3,56,42925,0.83871,0.0325459,1,0.2,functional
 ,161,161,40330,14,0,13,3295,56,42925,0.83871,0.0325459,-0.333333,0.2,functional
 ,83,83,40421,15,0,4,2412,56,42925,0.68254,0.0333333,-0.0967742,0.2,functional
 ,84,84,40424,14,0,4,3,56,42925,0.68254,0.0333333,0.866667,0.2,functional
 ,167,167,40459,9,0,4,35,56,42925,0.4,0.0222222,-0.428571,0.2,functional
 ,122,122,40882,17,0,4,423,56,42925,0.634921,0.0333333,-0.0322581,0.2,functional
 ,121,121,40885,16,0,4,3,56,42925,0.634921,0.0333333,1,0.2,functional
 ,120,120,40920,1,0,4,35,56,42925,0.5,0,-1,0.2,non functional
 ,131,131,41852,10,0,4,932,56,42925,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,41855,9,0,4,5751,56,42925,0.714286,0.0333333,1,0.2,functional
INV,164,164,1131,14,0,11,3726,56,42925,0.825397,0.0325459,1,0.2,functional
 ,165,165,1134,15,0,11,788,56,42925,0.825397,0.0325459,-0.333333,0.2,functional
 ,124,124,1922,10,0,11,3,56,42925,0.571429,0.0333333,1,0.2,functional
 ,123,123,1925,11,0,11,4799,56,42925,0.571429,0.0333333,-0.142857,0.2,functional
 ,166,166,2266,11,0,4,3336,56,42925,0.387097,0.0190476,1,0.2,functional
 ,157,157,5261,12,0,4,2995,56,42925,0.412698,0.0238095,1,0.2,functional
 ,60,60,5903,26,0,4,642,56,42925,0.777778,0.0311111,-0.001221,0.2,functional
 ,61,61,5906,25,0,4,3,56,42925,0.777778,0.0311111,0.998046,0.2,functional
 ,147,147,6724,1,0,13,35,56,42925,0.5,0,-1,0.2,non functional
 ,148,148,6759,19,0,13,3,56,42925,0.627451,0.0333333,1,0.2,functional
 ,149,149,6762,20,0,13,6861,56,42925,0.627451,0.0333333,-0.00787402,0.2,functional
 ,159,159,9670,10,0,4,4195,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,158,158,9673,9,0,4,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,82,82,13409,14,0,4,3736,56,42925,0.746032,0.0333333,-0.142857,0.2,functional
 ,81,81,13412,13,0,4,3,56,42925,0.746032,0.0333333,1,0.2,functional
 ,144,144,13623,12,0,11,1770,56,42925,0.322581,0.0244444,0.714286,0.2,functional
 ,169,169,15393,25,0,12,3,56,42925,0.777778,0.0311111,0.998046,0.2,functional
 ,170,170,15396,26,0,12,1963,56,42925,0.777778,0.0311111,-0.001221,0.2,functional
 ,128,128,17359,18,0,9,86,56,42925,0.305882,0.0233596,0.714286,0.2,functional
 ,151,151,17445,10,0,11,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,150,150,17448,11,0,11,1940,56,42925,0.6,0.0322581,-0.333333,0.2,functional
 ,168,168,19388,20,0,11,413,56,42925,0.396825,0.0172043,0.992172,0.2,functional
 ,115,115,19801,17,0,9,2500,56,42925,0.349206,0.0247312,0.777778,0.2,functional
 ,103,103,21460,8,0,4,8048,56,42925,0.285714,0.0238095,1,0.2,functional
 ,65,65,22301,7,0,14,3,56,42925,0.666667,0.0311828,0,0.2,non functional
 ,66,66,22304,8,0,14,3768,56,42925,0.666667,0.0311828,-1,0.2,functional
 ,145,145,27664,10,0,4,6204,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,146,146,27667,9,0,4,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,85,85,28011,11,0,13,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,86,86,28014,12,0,13,6822,56,42925,0.6,0.0322581,-0.142857,0.2,functional
 ,139,139,28325,10,0,4,658,56,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,140,140,28328,9,0,4,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,76,76,29447,16,0,4,3058,56,42925,0.253968,0.0247312,1,0.2,functional
 ,138,138,30698,9,0,4,1251,56,42925,0.333333,0.0238095,1,0.2,functional
 ,94,94,32163,13,0,4,1465,56,42925,0.645161,0.0333333,-0.0666667,0.2,functional
 ,93,93,32166,12,0,4,3,56,42925,0.645161,0.0333333,1,0.2,functional
 ,133,133,33604,10,0,4,1438,56,42925,0.666667,0.0333333,-0.0666667,0.2,functional
 ,134,134,33607,9,0,4,3,56,42925,0.666667,0.0333333,1,0.2,functional
 ,126,126,34836,11,0,11,3,56,42925,0.6,0.0322581,1,0.2,functional
 ,125,125,34839,12,0,11,4500,56,42925,0.6,0.0322581,-0.142857,0.2,functional
 ,101,101,35316,21,0,4,1709,56,42925,0.365079,0.021164,0.753425,0.2,functional
 ,162,162,36019,10,0,4,703,56,42925,0.714286,0.0333333,-0.142857,0.2,functional
 ,163,163,36022,9,0,4,3,56,42925,0.714286,0.0333333,1,0.2,functional
 ,135,135,38009,21,0,4,1987,56,42925,0.365079,0.021164,0.753425,0.2,functional
 ,156,156,39339,20,0,12,3,56,42925,0.806452,0.0309221,1,0.2,functional
 ,155,155,39342,21,0,12,985,56,42925,0.806452,0.0309221,-0.015873,0.2,functional
 ,160,160,40327,13,0,13,3,56,42925,0.83871,0.0325459,1,0.2,functional
 ,161,161,40330,14,0,13,3295,56,42925,0.83871,0.0325459,-0.333333,0.2,functional
 ,83,83,40421,15,0,4,2412,56,42925,0.68254,0.0333333,-0.0967742,0.2,functional
 ,84,84,40424,14,0,4,3,56,42925,0.68254,0.0333333,0.866667,0.2,functional
 ,167,167,40459,9,0,4,35,56,42925,0.4,0.0222222,-0.428571,0.2,functional
 ,122,122,40882,17,0,4,423,56,42925,0.634921,0.0333333,-0.0322581,0.2,functional
 ,121,121,40885,16,0,4,3,56,42925,0.634921,0.0333333,1,0.2,functional
 ,120,120,40920,1,0,4,35,56,42925,0.5,0,-1,0.2,non functional
 ,131,131,41852,10,0,4,932,56,42925,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,41855,9,0,4,5751,56,42925,0.714286,0.0333333,1,0.2,functional
TRANS,164,164,1131,14,0,11,3726,55,42925,0.825397,0.0325459,1,0.2,functional
 ,165,165,1134,15,0,11,788,55,42925,0.825397,0.0325459,-0.333333,0.2,functional
 ,124,124,1922,10,0,11,3,55,42925,0.571429,0.0333333,1,0.2,functional
 ,123,123,1925,11,0,11,2587,55,42925,0.571429,0.0333333,-0.142857,0.2,functional
 ,166,166,2266,11,0,4,3336,55,42925,0.387097,0.0190476,1,0.2,functional
 ,115,115,4512,17,0,9,2500,55,42925,0.349206,0.0247312,0.777778,0.2,functional
 ,103,103,6171,8,0,4,3905,55,42925,0.285714,0.0238095,1,0.2,functional
 ,65,65,7012,7,0,14,3,55,42925,0.666667,0.0311828,0,0.2,non functional
 ,66,66,7015,8,0,14,5707,55,42925,0.666667,0.0311828,-1,0.2,functional
 ,145,145,12375,10,0,4,6204,55,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,146,146,12378,9,0,4,3,55,42925,0.666667,0.0333333,1,0.2,functional
 ,85,85,12722,11,0,13,3,55,42925,0.6,0.0322581,1,0.2,functional
 ,86,86,12725,12,0,13,6149,55,42925,0.6,0.0322581,-0.142857,0.2,functional
 ,139,139,13036,10,0,4,658,55,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,140,140,13039,9,0,4,3,55,42925,0.666667,0.0333333,1,0.2,functional
 ,76,76,14158,16,0,4,1119,55,42925,0.253968,0.0247312,1,0.2,functional
 ,158,158,18874,9,0,11,3,55,42925,0.666667,0.0333333,1,0.2,functional
 ,159,159,18877,10,0,11,3764,55,42925,0.666667,0.0333333,-0.333333,0.2,functional
 ,149,149,21785,20,0,4,7627,55,42925,0.627451,0.0333333,-0.00787402,0.2,functional
 ,148,148,21788,19,0,4,3,55,42925,0.627451,0.0333333,1,0.2,functional
 ,147,147,21823,1,0,4,35,55,42925,0.5,0,-1,0.2,non functional
 ,61,61,22641,25,0,10,3,55,42925,0.777778,0.0311111,0.998046,0.2,functional
 ,60,60,22644,26,0,10,642,55,42925,0.777778,0.0311111,-0.001221,0.2,functional
 ,157,157,23286,12,0,9,7138,55,42925,0.412698,0.0238095,1,0.2,functional
 ,168,168,24448,20,0,4,2625,55,42925,0.396825,0.0172043,0.992172,0.2,functional
 ,150,150,26388,11,0,4,1940,55,42925,0.6,0.0322581,-0.333333,0.2,functional
 ,151,151,26391,10,0,4,3,55,42925,0.6,0.0322581,1,0.2,functional
 ,128,128,26477,18,0,4,86,55,42925,0.305882,0.0233596,0.714286,0.2,functional
 ,170,170,28440,26,0,4,1963,55,42925,0.777778,0.0311111,-0.001221,0.2,functional
 ,169,169,28443,25,0,4,3,55,42925,0.777778,0.0311111,0.998046,0.2,functional
 ,144,144,30213,12,0,4,1770,55,42925,0.322581,0.0244444,0.714286,0.2,functional
 ,81,81,30424,13,0,11,4412,55,42925,0.746032,0.0333333,1,0.2,functional
 ,138,138,30698,9,0,4,485,55,42925,0.333333,0.0238095,1,0.2,functional
 ,94,94,32163,13,0,4,1465,55,42925,0.645161,0.0333333,-0.0666667,0.2,functional
 ,93,93,32166,12,0,4,3,55,42925,0.645161,0.0333333,1,0.2,functional
 ,133,133,33604,10,0,4,1438,55,42925,0.666667,0.0333333,-0.0666667,0.2,functional
 ,134,134,33607,9,0,4,3,55,42925,0.666667,0.0333333,1,0.2,functional
